json_data,list-card-link href,list-card-addr,list-card-extra-info,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-statusText,list-card-variable-text,list-card-link src,j
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""112 Eagle St #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""112 Eagle St #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.73481,""longitude"":-73.95648},""url"":""https://www.zillow.com/homedetails/112-Eagle-St-3-Brooklyn-NY-11222/2088384794_zpid/""}",https://www.zillow.com/homedetails/112-Eagle-St-3-Brooklyn-NY-11222/2088384794_zpid/,"112 Eagle St #3, Brooklyn, NY 11222",LISTING BY: CAPRI JET REALTY CORP (646-226-5533),"$1,999/mo",1,bd,1,ba,--,sqft,Apartment for rent,32 days ago,https://photos.zillowstatic.com/fp/ad70694850235e22dca29af95f569f69-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""304 Nassau Ave Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""304 Nassau Ave APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725996,""longitude"":-73.938224},""url"":""https://www.zillow.com/homedetails/304-Nassau-Ave-APT-3R-Brooklyn-NY-11222/2084334235_zpid/""}",https://www.zillow.com/homedetails/304-Nassau-Ave-APT-3R-Brooklyn-NY-11222/2084334235_zpid/,"304 Nassau Ave APT 3R, Brooklyn, NY 11222",LISTING BY: GOTHAM RENTALS & SALES LLC,"$2,025/mo",2,bds,1,ba,--,sqft,Apartment for rent,33 days ago,https://photos.zillowstatic.com/fp/a84213dbaa2118efa106590c047095f7-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""93 India St Apt 1d, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""93 India St APT 1D"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732351,""longitude"":-73.95662},""url"":""https://www.zillow.com/homedetails/93-India-St-APT-1D-Brooklyn-NY-11222/2075159381_zpid/""}",https://www.zillow.com/homedetails/93-India-St-APT-1D-Brooklyn-NY-11222/2075159381_zpid/,"93 India St APT 1D, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (347-351-5577),"$2,500/mo",2,bds,1,ba,--,sqft,Apartment for rent,34 days ago,https://photos.zillowstatic.com/fp/a238e43514f663cc26d2c52b7b9b3b26-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""80 Green St #1rear, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""80 Green St #1REAR"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.733163,""longitude"":-73.95865},""url"":""https://www.zillow.com/homedetails/80-Green-St-1REAR-Brooklyn-NY-11222/2080426352_zpid/""}",https://www.zillow.com/homedetails/80-Green-St-1REAR-Brooklyn-NY-11222/2080426352_zpid/,"80 Green St #1REAR, Brooklyn, NY 11222",LISTING BY: TERRA MAGIA INC,"$3,500/mo",1,bd,1,ba,--,sqft,Apartment for rent,34 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""171 Greenpoint Ave #4, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""171 Greenpoint Ave #4"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.730549,""longitude"":-73.952849},""url"":""https://www.zillow.com/homedetails/171-Greenpoint-Ave-4-Brooklyn-NY-11222/2075165801_zpid/""}",https://www.zillow.com/homedetails/171-Greenpoint-Ave-4-Brooklyn-NY-11222/2075165801_zpid/,"171 Greenpoint Ave #4, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC","$1,899/mo",1,bd,1,ba,--,sqft,Apartment for rent,34 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""140 Bayard St #2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""140 Bayard St #2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.719675,""longitude"":-73.946373},""url"":""https://www.zillow.com/homedetails/140-Bayard-St-2-Brooklyn-NY-11222/2075168139_zpid/""}",https://www.zillow.com/homedetails/140-Bayard-St-2-Brooklyn-NY-11222/2075168139_zpid/,"140 Bayard St #2, Brooklyn, NY 11222",LISTING BY: THEREALESTATECOMPANY.COM LLC (718-839-3463),"$3,000/mo",2,bds,1,ba,750,sqft,Apartment for rent,34 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""215 India St Apt 3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""215 India St APT 3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732857,""longitude"":-73.951282},""url"":""https://www.zillow.com/homedetails/215-India-St-APT-3L-Brooklyn-NY-11222/2087024258_zpid/""}",https://www.zillow.com/homedetails/215-India-St-APT-3L-Brooklyn-NY-11222/2087024258_zpid/,"215 India St APT 3L, Brooklyn, NY 11222",LISTING BY: BROOKLYN REAL ESTATE SERVICES (917-443-7133),"$1,899/mo",1,bd,1,ba,--,sqft,Apartment for rent,34 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""886 Manhattan Ave #4rt, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""886 Manhattan Ave #4RT"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729889,""longitude"":-73.953801},""url"":""https://www.zillow.com/homedetails/886-Manhattan-Ave-4RT-Brooklyn-NY-11222/2075267074_zpid/""}",https://www.zillow.com/homedetails/886-Manhattan-Ave-4RT-Brooklyn-NY-11222/2075267074_zpid/,"886 Manhattan Ave #4RT, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)","$2,550/mo",2,bds,2,ba,--,sqft,Apartment for rent,36 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""166 Eagle St #2d, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""166 Eagle St #2D"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.735048,""longitude"":-73.953951},""url"":""https://www.zillow.com/homedetails/166-Eagle-St-2D-Brooklyn-NY-11222/2075309787_zpid/""}",https://www.zillow.com/homedetails/166-Eagle-St-2D-Brooklyn-NY-11222/2075309787_zpid/,"166 Eagle St #2D, Brooklyn, NY 11222",LISTING BY: THE HAMILTON GROUP (845-517-7251),"$2,510/mo",2,bds,1,ba,--,sqft,Apartment for rent,36 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""344 Mcguinness Blvd #3e, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""344 Mcguinness Blvd #3E"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734336,""longitude"":-73.951981},""url"":""https://www.zillow.com/homedetails/344-Mcguinness-Blvd-3E-Brooklyn-NY-11222/2075309795_zpid/""}",https://www.zillow.com/homedetails/344-Mcguinness-Blvd-3E-Brooklyn-NY-11222/2075309795_zpid/,"344 Mcguinness Blvd #3E, Brooklyn, NY 11222",LISTING BY: THE HAMILTON GROUP (845-517-7251),"$2,945/mo",3,bds,1.5,ba,--,sqft,Apartment for rent,36 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""195 Calyer St Apt 2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""195 Calyer St APT 2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.728507,""longitude"":-73.952836},""url"":""https://www.zillow.com/homedetails/195-Calyer-St-APT-2L-Brooklyn-NY-11222/2084501654_zpid/""}",https://www.zillow.com/homedetails/195-Calyer-St-APT-2L-Brooklyn-NY-11222/2084501654_zpid/,"195 Calyer St APT 2L, Brooklyn, NY 11222",LISTING BY: BROOKLYN REAL ESTATE SERVICES (917-443-7133),"$2,799/mo",2,bds,2,ba,--,sqft,Apartment for rent,37 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""527 Leonard St Apt 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""550""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""527 Leonard St APT 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722983,""longitude"":-73.949624},""url"":""https://www.zillow.com/homedetails/527-Leonard-St-APT-3-Brooklyn-NY-11222/2076717105_zpid/""}",https://www.zillow.com/homedetails/527-Leonard-St-APT-3-Brooklyn-NY-11222/2076717105_zpid/,"527 Leonard St APT 3, Brooklyn, NY 11222",LISTING BY: APPLE EXCLUSIVE REALTY INC,"$2,500/mo",2,bds,2,ba,550,sqft,Apartment for rent,39 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""971 Manhattan Ave #4, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""971 Manhattan Ave #4"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732408,""longitude"":-73.954943},""url"":""https://www.zillow.com/homedetails/971-Manhattan-Ave-4-Brooklyn-NY-11222/2075700375_zpid/""}",https://www.zillow.com/homedetails/971-Manhattan-Ave-4-Brooklyn-NY-11222/2075700375_zpid/,"971 Manhattan Ave #4, Brooklyn, NY 11222",LISTING BY: GREENPOINT PROPERTIES (347-244-4239),"$1,950/mo",1,bd,1,ba,600,sqft,Apartment for rent,40 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""570 Morgan Ave Apt 3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""570 Morgan Ave APT 3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724063,""longitude"":-73.939188},""url"":""https://www.zillow.com/homedetails/570-Morgan-Ave-APT-3L-Brooklyn-NY-11222/2095630453_zpid/""}",https://www.zillow.com/homedetails/570-Morgan-Ave-APT-3L-Brooklyn-NY-11222/2095630453_zpid/,"570 Morgan Ave APT 3L, Brooklyn, NY 11222",LISTING BY: GOTHAM RENTALS & SALES LLC,"$2,100/mo",3,bds,1,ba,--,sqft,Apartment for rent,40 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""187 Eagle St Floor 2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""187 Eagle St FLOOR 2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.735571,""longitude"":-73.953037},""url"":""https://www.zillow.com/homedetails/187-Eagle-St-FLOOR-2-Brooklyn-NY-11222/2075383734_zpid/""}",https://www.zillow.com/homedetails/187-Eagle-St-FLOOR-2-Brooklyn-NY-11222/2075383734_zpid/,"187 Eagle St FLOOR 2, Brooklyn, NY 11222",LISTING BY: BALIS REALTY CORP. (718-812-2945),"$2,500/mo",2,bds,1,ba,--,sqft,Apartment for rent,41 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""83 Greenpoint Ave #d4, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""83 Greenpoint Ave #D4"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.730178,""longitude"":-73.956994},""url"":""https://www.zillow.com/homedetails/83-Greenpoint-Ave-D4-Brooklyn-NY-11222/2075403803_zpid/""}",https://www.zillow.com/homedetails/83-Greenpoint-Ave-D4-Brooklyn-NY-11222/2075403803_zpid/,"83 Greenpoint Ave #D4, Brooklyn, NY 11222",LISTING BY: CORCORAN,"$1,825/mo",--,bds,1,ba,--,sqft,Apartment for rent,42 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""189 Norman Ave Apt 15, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""285""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""189 Norman Ave APT 15"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.727362,""longitude"":-73.946639},""url"":""https://www.zillow.com/homedetails/189-Norman-Ave-APT-15-Brooklyn-NY-11222/2099390835_zpid/""}",https://www.zillow.com/homedetails/189-Norman-Ave-APT-15-Brooklyn-NY-11222/2099390835_zpid/,"189 Norman Ave APT 15, Brooklyn, NY 11222",LISTING BY: AB NORMAN ASSOCIATES INC,"$1,600/mo",--,bds,1,ba,285,sqft,Apartment for rent,42 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""967 Manhattan Ave, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""967 Manhattan Ave"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732146,""longitude"":-73.954817},""url"":""https://www.zillow.com/homedetails/967-Manhattan-Ave-Brooklyn-NY-11222/30619901_zpid/""}",https://www.zillow.com/homedetails/967-Manhattan-Ave-Brooklyn-NY-11222/30619901_zpid/,"967 Manhattan Ave, Brooklyn, NY 11222",LISTING BY: ULAS REAL ESTATES INC (718-389-4515),"$2,200/mo",2,bds,1,ba,"1,000",sqft,Apartment for rent,48 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""598 Humboldt St #2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""598 Humboldt St #2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722374,""longitude"":-73.944623},""url"":""https://www.zillow.com/homedetails/598-Humboldt-St-2-Brooklyn-NY-11222/2077140975_zpid/""}",https://www.zillow.com/homedetails/598-Humboldt-St-2-Brooklyn-NY-11222/2077140975_zpid/,"598 Humboldt St #2, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)","$1,849/mo",2,bds,1,ba,800,sqft,Apartment for rent,49 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5 Sutton St #1rr, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5 Sutton St #1RR"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723046,""longitude"":-73.94055},""url"":""https://www.zillow.com/homedetails/5-Sutton-St-1RR-Brooklyn-NY-11222/2075650059_zpid/""}",https://www.zillow.com/homedetails/5-Sutton-St-1RR-Brooklyn-NY-11222/2075650059_zpid/,"5 Sutton St #1RR, Brooklyn, NY 11222",LISTING BY: MNS,"$2,600/mo",2,bds,1,ba,--,sqft,Apartment for rent,50 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""40 Jewel St Apt 2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""40 Jewel St APT 2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726743,""longitude"":-73.946219},""url"":""https://www.zillow.com/homedetails/40-Jewel-St-APT-2-Brooklyn-NY-11222/2111597398_zpid/""}",https://www.zillow.com/homedetails/40-Jewel-St-APT-2-Brooklyn-NY-11222/2111597398_zpid/,"40 Jewel St APT 2, Brooklyn, NY 11222",LISTING BY: WIRE INTERNATIONAL REALTY (347-446-4937),"$2,400/mo",1,bd,1,ba,750,sqft,Apartment for rent,55 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""12 Eckford St #3b, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""422""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""12 Eckford St #3B"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.720565,""longitude"":-73.94782},""url"":""https://www.zillow.com/homedetails/12-Eckford-St-3B-Brooklyn-NY-11222/2079717751_zpid/""}",https://www.zillow.com/homedetails/12-Eckford-St-3B-Brooklyn-NY-11222/2079717751_zpid/,"12 Eckford St #3B, Brooklyn, NY 11222",LISTING BY: HEATHERWOOD COMMUNITIES (833-588-1408),"$2,830/mo",--,bds,1,ba,422,sqft,Apartment for rent,55 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/18-russell-st-brooklyn-ny-5ZSLpW/,"18 Russell St, Brooklyn, NY",,"$2,395 ","$2,395 ",1 bd,,2 bds,,,,56 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""214 Kingsland Ave Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""214 Kingsland Ave APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.724186,""longitude"":-73.941103},""url"":""https://www.zillow.com/homedetails/214-Kingsland-Ave-APT-1L-Brooklyn-NY-11222/2076913287_zpid/""}",https://www.zillow.com/homedetails/214-Kingsland-Ave-APT-1L-Brooklyn-NY-11222/2076913287_zpid/,"214 Kingsland Ave APT 1L, Brooklyn, NY 11222",LISTING BY: FERRIS PROPERTIES CORP. (718-383-7800),"$2,070/mo",2,bds,1,ba,"1,000",sqft,Apartment for rent,56 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""88 Clay St #2b, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""88 Clay St #2B"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736416,""longitude"":-73.954721},""url"":""https://www.zillow.com/homedetails/88-Clay-St-2B-Brooklyn-NY-11222/2076638055_zpid/""}",https://www.zillow.com/homedetails/88-Clay-St-2B-Brooklyn-NY-11222/2076638055_zpid/,"88 Clay St #2B, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (347-348-6137),"$2,400/mo",2,bds,1,ba,--,sqft,Apartment for rent,57 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""155 Mcguinness Blvd #1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""750""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""155 Mcguinness Blvd #1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.727575,""longitude"":-73.950187},""url"":""https://www.zillow.com/homedetails/155-Mcguinness-Blvd-1-Brooklyn-NY-11222/2076651536_zpid/""}",https://www.zillow.com/homedetails/155-Mcguinness-Blvd-1-Brooklyn-NY-11222/2076651536_zpid/,"155 Mcguinness Blvd #1, Brooklyn, NY 11222","LISTING BY: DOLORES BUONOCORE, LREB","$1,740/mo",1,bd,1,ba,750,sqft,Apartment for rent,61 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
